Title,Sanskrit,English-Sanskrit,Synonyms,Translation
4.30,सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः ।\nयज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम् ॥ ३० ॥,sarve ’py ete yajña-vido\nyajña-kṣapita-kalmaṣāḥ\nyajña-śiṣṭāmṛta-bhujo\nyānti brahma sanātanam\n\n,sarve — all; api — although apparently different; ete — these; yajña-vidaḥ — conversant with the purpose of performing sacrifices; yajña-kṣapita — being cleansed as the result of such performances; kalmaṣāḥ — of sinful reactions; yajña-śiṣṭa — of the result of such performances of yajña; amṛta-bhujaḥ — those who have tasted such nectar; yānti — do approach; brahma — the supreme; sanātanam — eternal atmosphere.,"All these performers who know the meaning of sacrifice become cleansed of sinful reactions, and, having tasted the nectar of the results of sacrifices, they advance toward the supreme eternal atmosphere."
4.31,नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम ॥ ३१ ॥,nāyaṁ loko ’sty ayajñasya\nkuto ’nyaḥ kuru-sattama\n\n,na — never; ayam — this; lokaḥ — planet; asti — there is; ayajñasya — for one who performs no sacrifice; kutaḥ — where is; anyaḥ — the other; kuru-sat-tama — O best amongst the Kurus.,"O best of the Kuru dynasty, without sacrifice one can never live happily on this planet or in this life: what then of the next?"
4.32,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे ।\nकर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे ॥ ३२ ॥,evaṁ bahu-vidhā yajñā\nvitatā brahmaṇo mukhe\nkarma-jān viddhi tān sarvān\nevaṁ jñātvā vimokṣyase\n\n,evam — thus; bahu-vidhāḥ — various kinds of; yajñāḥ — sacrifices; vitatāḥ — are spread; brahmaṇaḥ — of the Vedas; mukhe — through the mouth; karma-jān — born of work; viddhi — you should know; tān — them; sarvān — all; evam — thus; jñātvā — knowing; vimokṣyase — you will be liberated.,"All these different types of sacrifice are approved by the Vedas, and all of them are born of different types of work. Knowing them as such, you will become liberated."
4.33,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप ।\nसर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते ॥ ३३ ॥,śreyān dravya-mayād yajñāj\njñāna-yajñaḥ paran-tapa\nsarvaṁ karmākhilaṁ pārtha\njñāne parisamāpyate\n\n,śreyān — greater; dravya-mayāt — of material possessions; yajñāt — than the sacrifice; jñāna-yajñaḥ — sacrifice in knowledge; param-tapa — O chastiser of the enemy; sarvam — all; karma — activities; akhilam — in totality; pārtha — O son of Pṛthā; jñāne — in knowledge; parisamāpyate — end.,"O chastiser of the enemy, the sacrifice performed in knowledge is better than the mere sacrifice of material possessions. After all, O son of Pṛthā, all sacrifices of work culminate in transcendental knowledge."
4.34,तद्विद्धि प्रणिपातेन परिप्रश्न‍ेन सेवया ।\nउपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः ॥ ३४ ॥,tad viddhi praṇipātena\nparipraśnena sevayā\nupadekṣyanti te jñānaṁ\njñāninas tattva-darśinaḥ\n\n,tat — that knowledge of different sacrifices; viddhi — try to understand; praṇipātena — by approaching a spiritual master; paripraśnena — by submissive inquiries; sevayā — by the rendering of service; upadekṣyanti — they will initiate; te — you; jñānam — into knowledge; jñāninaḥ — the self-realized; tattva — of the truth; darśinaḥ — seers.,Just try to learn the truth by approaching a spiritual master. Inquire from him submissively and render service unto him. The self-realized souls can impart knowledge unto you because they have seen the truth.
4.35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव ।\nयेन भूतान्यशेषाणि द्रक्ष्यस्यात्मन्यथो मयि ॥ ३५ ॥,yaj jñātvā na punar moham\nevaṁ yāsyasi pāṇḍava\nyena bhūtāny aśeṣāṇi\ndrakṣyasy ātmany atho mayi\n\n,yat — which; jñātvā — knowing; na — never; punaḥ — again; moham — to illusion; evam — like this; yāsyasi — you shall go; pāṇḍava — O son of Pāṇḍu; yena — by which; bhūtāni — living entities; aśeṣāṇi — all; drakṣyasi — you will see; ātmani — in the Supreme Soul; atha u — or in other words; mayi — in Me.,"Having obtained real knowledge from a self-realized soul, you will never fall again into such illusion, for by this knowledge you will see that all living beings are but part of the Supreme, or, in other words, that they are Mine."
4.36,अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः ।\nसर्वं ज्ञानप्ल‍वेनैव वृजिनं सन्तरिष्यसि ॥ ३६ ॥,api ced asi pāpebhyaḥ\nsarvebhyaḥ pāpa-kṛt-tamaḥ\nsarvaṁ jñāna-plavenaiva\nvṛjinaṁ santariṣyasi\n\n,api — even; cet — if; asi — you are; pāpebhyaḥ — of sinners; sarvebhyaḥ — of all; pāpa-kṛt-tamaḥ — the greatest sinner; sarvam — all such sinful reactions; jñāna-plavena — by the boat of transcendental knowledge; eva — certainly; vṛjinam — the ocean of miseries; santariṣyasi — you will cross completely.,"Even if you are considered to be the most sinful of all sinners, when you are situated in the boat of transcendental knowledge you will be able to cross over the ocean of miseries."
4.37,यथैधांसि समिद्धोऽग्न‍िर्भस्मसात्कुरुतेऽर्जुन ।\nज्ञानाग्न‍िः सर्वकर्माणि भस्मसात्कुरुते तथा ॥ ३७ ॥,yathaidhāṁsi samiddho ’gnir\nbhasma-sāt kurute ’rjuna\njñānāgniḥ sarva-karmāṇi\nbhasma-sāt kurute tathā\n\n,yathā — just as; edhāṁsi — firewood; samiddhaḥ — blazing; agniḥ — fire; bhasma-sāt — ashes; kurute — turns; arjuna — O Arjuna; jñāna-agniḥ — the fire of knowledge; sarva-karmāṇi — all reactions to material activities; bhasma-sāt — to ashes; kurute — it turns; tathā — similarly.,"As a blazing fire turns firewood to ashes, O Arjuna, so does the fire of knowledge burn to ashes all reactions to material activities."
4.38,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते ।\nतत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति ॥ ३८ ॥,na hi jñānena sadṛśaṁ\npavitram iha vidyate\ntat svayaṁ yoga-saṁsiddhaḥ\nkālenātmani vindati\n\n,na — nothing; hi — certainly; jñānena — with knowledge; sadṛśam — in comparison; pavitram — sanctified; iha — in this world; vidyate — exists; tat — that; svayam — himself; yoga — in devotion; saṁsiddhaḥ — he who is mature; kālena — in course of time; ātmani — in himself; vindati — enjoys.,"In this world, there is nothing so sublime and pure as transcendental knowledge. Such knowledge is the mature fruit of all mysticism. And one who has become accomplished in the practice of devotional service enjoys this knowledge within himself in due course of time."
4.39,श्रद्धावाँल्ल‍भते ज्ञानं तत्परः संयतेन्द्रियः ।\nज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति ॥ ३९ ॥,śraddhāvāḻ labhate jñānaṁ\ntat-paraḥ saṁyatendriyaḥ\njñānaṁ labdhvā parāṁ śāntim\nacireṇādhigacchati\n\n,śraddhā-vān — a faithful man; labhate — achieves; jñānam — knowledge; tat-paraḥ — very much attached to it; saṁyata — controlled; indriyaḥ — senses; jñānam — knowledge; labdhvā — having achieved; parām — transcendental; śāntim — peace; acireṇa — very soon; adhigacchati — attains.,"A faithful man who is dedicated to transcendental knowledge and who subdues his senses is eligible to achieve such knowledge, and having achieved it he quickly attains the supreme spiritual peace."
4.40,अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति ।\nनायं लोकोऽस्ति न परो न सुखं संशयात्मनः ॥ ४० ॥,ajñaś cāśraddadhānaś ca\nsaṁśayātmā vinaśyati\nnāyaṁ loko ’sti na paro\nna sukhaṁ saṁśayātmanaḥ\n\n,ajñaḥ — a fool who has no knowledge in standard scriptures; ca — and; aśraddadhānaḥ — without faith in revealed scriptures; ca — also; saṁśaya — of doubts; ātmā — a person; vinaśyati — falls back; na — never; ayam — in this; lokaḥ — world; asti — there is; na — nor; paraḥ — in the next life; na — not; sukham — happiness; saṁśaya — doubtful; ātmanaḥ — of the person.,But ignorant and faithless persons who doubt the revealed scriptures do not attain God consciousness; they fall down. For the doubting soul there is happiness neither in this world nor in the next.
4.41,योगसन्न्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम् ।\nआत्मवन्तं न कर्माणि निबध्न‍‍न्ति धनञ्जय ॥ ४१ ॥,yoga-sannyasta-karmāṇaṁ\njñāna-sañchinna-saṁśayam\nātmavantaṁ na karmāṇi\nnibadhnanti dhanañ-jaya\n\n,yoga — by devotional service in karma-yoga; sannyasta — one who has renounced; karmāṇam — the fruits of actions; jñāna — by knowledge; sañchinna — cut; saṁśayam — doubts; ātma-vantam — situated in the self; na — never; karmāṇi — works; nibadhnanti — do bind; dhanam-jaya — O conqueror of riches.,"One who acts in devotional service, renouncing the fruits of his actions, and whose doubts have been destroyed by transcendental knowledge, is situated factually in the self. Thus he is not bound by the reactions of work, O conqueror of riches."
4.42,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः ।\nछित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत ॥ ४२ ॥,tasmād ajñāna-sambhūtaṁ\nhṛt-sthaṁ jñānāsinātmanaḥ\nchittvainaṁ saṁśayaṁ yogam\nātiṣṭhottiṣṭha bhārata\n\n,tasmāt — therefore; ajñāna-sambhūtam — born of ignorance; hṛt-stham — situated in the heart; jñāna — of knowledge; asinā — by the weapon; ātmanaḥ — of the self; chittvā — cutting off; enam — this; saṁśayam — doubt; yogam — in yoga; ātiṣṭha — be situated; uttiṣṭha — stand up to fight; bhārata — O descendant of Bharata.,"Therefore the doubts which have arisen in your heart out of ignorance should be slashed by the weapon of knowledge. Armed with yoga, O Bhārata, stand and fight."
5.1,अर्जुन उवाच\nसन्न्यासं कर्मणां कृष्ण पुनर्योगं च शंससि ।\nयच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ॥ १ ॥,arjuna uvāca\nsannyāsaṁ karmaṇāṁ kṛṣṇa\npunar yogaṁ ca śaṁsasi\nyac chreya etayor ekaṁ\ntan me brūhi su-niścitam\n\n,arjunaḥ uvāca — Arjuna said; sannyāsam — renunciation; karmaṇām — of all activities; kṛṣṇa — O Kṛṣṇa; punaḥ — again; yogam — devotional service; ca — also; śaṁsasi — You are praising; yat — which; śreyaḥ — is more beneficial; etayoḥ — of these two; ekam — one; tat — that; me — unto me; brūhi — please tell; su-niścitam — definitely.,"Arjuna said: O Kṛṣṇa, first of all You ask me to renounce work, and then again You recommend work with devotion. Now will You kindly tell me definitely which of the two is more beneficial?"
5.2,श्रीभगवानुवाच\nसन्न्यास: कर्मयोगश्च नि:श्रेयसकरावुभौ ।\nतयोस्तु कर्मसन्न्यासात्कर्मयोगो विशिष्यते ॥ २ ॥,śrī-bhagavān uvāca\nsannyāsaḥ karma-yogaś ca\nniḥśreyasa-karāv ubhau\ntayos tu karma-sannyāsāt\nkarma-yogo viśiṣyate\n\nnūnaṁ pramattaḥ kurute vikarma\nyad indriya-prītaya āpṛṇoti\nna sādhu manye yata ātmano ’yam\nasann api kleśa-da āsa dehaḥ\n\nparābhavas tāvad abodha-jāto\nyāvan na jijñāsata ātma-tattvam\nyāvat kriyās tāvad idaṁ mano vai\nkarmātmakaṁ yena śarīra-bandhaḥ\n\nevaṁ manaḥ karma-vaśaṁ prayuṅkte\navidyayātmany upadhīyamāne\nprītir na yāvan mayi vāsudeve\nna mucyate deha-yogena tāvat\n\nprāpañcikatayā buddhyā\nhari-sambandhi-vastunaḥ\nmumukṣubhiḥ parityāgo\nvairāgyaṁ phalgu kathyate\n\n,śrī-bhagavān uvāca — the Personality of Godhead said; sannyāsaḥ — renunciation of work; karma-yogaḥ — work in devotion; ca — also; niḥśreyasa-karau — leading to the path of liberation; ubhau — both; tayoḥ — of the two; tu — but; karma-sannyāsāt — in comparison to the renunciation of fruitive work; karma-yogaḥ — work in devotion; viśiṣyate — is better.,"The Personality of Godhead replied: The renunciation of work and work in devotion are both good for liberation. But, of the two, work in devotional service is better than renunciation of work."
5.3,ज्ञेय: स नित्यसन्न्यासी यो न द्वेष्टि न काङ्‍क्षति ।\nनिर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ॥ ३ ॥,jñeyaḥ sa nitya-sannyāsī\nyo na dveṣṭi na kāṅkṣati\nnirdvandvo hi mahā-bāho\nsukhaṁ bandhāt pramucyate\n\n,jñeyaḥ — should be known; saḥ — he; nitya — always; sannyāsī — renouncer; yaḥ — who; na — never; dveṣṭi — abhors; na — nor; kāṅkṣati — desires; nirdvandvaḥ — free from all dualities; hi — certainly; mahā-bāho — O mighty-armed one; sukham — happily; bandhāt — from bondage; pramucyate — is completely liberated.,"One who neither hates nor desires the fruits of his activities is known to be always renounced. Such a person, free from all dualities, easily overcomes material bondage and is completely liberated, O mighty-armed Arjuna."
5.4,सां‍ख्ययोगौ पृथग्बाला: प्रवदन्ति न पण्डिता: ।\nएकमप्यास्थित: सम्यगुभयोर्विन्दते फलम् ॥ ४ ॥,sāṅkhya-yogau pṛthag bālāḥ\npravadanti na paṇḍitāḥ\nekam apy āsthitaḥ samyag\nubhayor vindate phalam\n\n,sāṅkhya — analytical study of the material world; yogau — work in devotional service; pṛthak — different; bālāḥ — the less intelligent; pravadanti — say; na — never; paṇḍitāḥ — the learned; ekam — in one; api — even; āsthitaḥ — being situated; samyak — complete; ubhayoḥ — of both; vindate — enjoys; phalam — the result.,Only the ignorant speak of devotional service [karma-yoga] as being different from the analytical study of the material world [Sāṅkhya]. Those who are actually learned say that he who applies himself well to one of these paths achieves the results of both.
5.5,यत्सां‍ख्यै: प्राप्यते स्थानं तद्योगैरपि गम्यते ।\nएकं सां‍ख्यं च योगं च य: पश्यति स पश्यति ॥ ५ ॥,yat sāṅkhyaiḥ prāpyate sthānaṁ\ntad yogair api gamyate\nekaṁ sāṅkhyaṁ ca yogaṁ ca\nyaḥ paśyati sa paśyati\n\n,yat — what; sāṅkhyaiḥ — by means of Sāṅkhya philosophy; prāpyate — is achieved; sthānam — place; tat — that; yogaiḥ — by devotional service; api — also; gamyate — one can attain; ekam — one; sāṅkhyam — analytical study; ca — and; yogam — action in devotion; ca — and; yaḥ — one who; paśyati — sees; saḥ — he; paśyati — actually sees.,"One who knows that the position reached by means of analytical study can also be attained by devotional service, and who therefore sees analytical study and devotional service to be on the same level, sees things as they are."
5.6,सन्न्यासस्तु महाबाहो दु:खमाप्‍तुमयोगत: ।\nयोगयुक्तो मुनिर्ब्रह्म न चिरेणाधिगच्छति ॥ ६ ॥,sannyāsas tu mahā-bāho\nduḥkham āptum ayogataḥ\nyoga-yukto munir brahma\nna cireṇādhigacchati\n\n,sannyāsaḥ — the renounced order of life; tu — but; mahā-bāho — O mighty-armed one; duḥkham — distress; āptum — afflicts one with; ayogataḥ — without devotional service; yoga-yuktaḥ — one engaged in devotional service; muniḥ — a thinker; brahma — the Supreme; na cireṇa — without delay; adhigacchati — attains.,Merely renouncing all activities yet not engaging in the devotional service of the Lord cannot make one happy. But a thoughtful person engaged in devotional service can achieve the Supreme without delay.
5.7,योगयुक्तो विश‍ुद्धात्मा विजितात्मा जितेन्द्रिय: ।\nसर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ॥ ७ ॥,yoga-yukto viśuddhātmā\nvijitātmā jitendriyaḥ\nsarva-bhūtātma-bhūtātmā\nkurvann api na lipyate\n\n,yoga-yuktaḥ — engaged in devotional service; viśuddha-ātmā — a purified soul; vijita-ātmā — self-controlled; jita-indriyaḥ — having conquered the senses; sarva-bhūta — to all living entities; ātma-bhūta-ātmā — compassionate; kurvan api — although engaged in work; na — never; lipyate — is entangled.,"One who works in devotion, who is a pure soul, and who controls his mind and senses is dear to everyone, and everyone is dear to him. Though always working, such a man is never entangled."
5.8-9,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् ।\nपश्यञ्श‍ृण्वन्स्पृशञ्जिघ्रन्नश्न‍न्गच्छन्स्वपन्श्वसन् ॥ ८ ॥\nप्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि ।\nइन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ९ ॥,naiva kiñcit karomīti\nyukto manyeta tattva-vit\npaśyañ śṛṇvan spṛśañ jighrann\naśnan gacchan svapañ śvasan\n\npralapan visṛjan gṛhṇann\nunmiṣan nimiṣann api\nindriyāṇīndriyārtheṣu\nvartanta iti dhārayan\n\n,na — never; eva — certainly; kiñcit — anything; karomi — I do; iti — thus; yuktaḥ — engaged in the divine consciousness; manyeta — thinks; tattva-vit — one who knows the truth; paśyan — seeing; śṛṇvan — hearing; spṛśan — touching; jighran — smelling; aśnan — eating; gacchan — going; svapan — dreaming; śvasan — breathing; pralapan — talking; visṛjan — giving up; gṛhṇan — accepting; unmiṣan — opening; nimiṣan — closing; api — in spite of; indriyāṇi — the senses; indriya-artheṣu — in sense gratification; vartante — let them be so engaged; iti — thus; dhārayan — considering.,"A person in the divine consciousness, although engaged in seeing, hearing, touching, smelling, eating, moving about, sleeping and breathing, always knows within himself that he actually does nothing at all. Because while speaking, evacuating, receiving, or opening or closing his eyes, he always knows that only the material senses are engaged with their objects and that he is aloof from them."
5.10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: ।\nलिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥ १० ॥,brahmaṇy ādhāya karmāṇi\nsaṅgaṁ tyaktvā karoti yaḥ\nlipyate na sa pāpena\npadma-patram ivāmbhasā\n\n,brahmaṇi — unto the Supreme Personality of Godhead; ādhāya — resigning; karmāṇi — all works; saṅgam — attachment; tyaktvā — giving up; karoti — performs; yaḥ — who; lipyate — is affected; na — never; saḥ — he; pāpena — by sin; padma-patram — a lotus leaf; iva — like; ambhasā — by the water.,"One who performs his duty without attachment, surrendering the results unto the Supreme Lord, is unaffected by sinful action, as the lotus leaf is untouched by water."
5.11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि ।\nयोगिन: कर्म कुर्वन्ति सङ्गं त्यक्त्वात्म‍श‍ुद्धये ॥ ११ ॥,kāyena manasā buddhyā\nkevalair indriyair api\nyoginaḥ karma kurvanti\nsaṅgaṁ tyaktvātma-śuddhaye\n\nīhā yasya harer dāsye\nkarmaṇā manasā girā\nnikhilāsv apy avasthāsu\njīvan-muktaḥ sa ucyate\n\n,kāyena — with the body; manasā — with the mind; buddhyā — with the intelligence; kevalaiḥ — purified; indriyaiḥ — with the senses; api — even; yoginaḥ — Kṛṣṇa conscious persons; karma — actions; kurvanti — they perform; saṅgam — attachment; tyaktvā — giving up; ātma — of the self; śuddhaye — for the purpose of purification.,"The yogīs, abandoning attachment, act with body, mind, intelligence and even with the senses, only for the purpose of purification."
5.12,युक्त: कर्मफलं त्यक्त्वा शान्तिमाप्‍नोति नैष्ठिकीम् ।\nअयुक्त: कामकारेण फले सक्तो निबध्यते ॥ १२ ॥,yuktaḥ karma-phalaṁ tyaktvā\nśāntim āpnoti naiṣṭhikīm\nayuktaḥ kāma-kāreṇa\nphale sakto nibadhyate\n\n,yuktaḥ — one who is engaged in devotional service; karma-phalam — the results of all activities; tyaktvā — giving up; śāntim — perfect peace; āpnoti — achieves; naiṣṭhikīm — unflinching; ayuktaḥ — one who is not in Kṛṣṇa consciousness; kāma-kāreṇa — for enjoying the result of work; phale — in the result; saktaḥ — attached; nibadhyate — becomes entangled.,"The steadily devoted soul attains unadulterated peace because he offers the result of all activities to Me; whereas a person who is not in union with the Divine, who is greedy for the fruits of his labor, becomes entangled."
5.13,सर्वकर्माणि मनसा सन्न्यस्यास्ते सुखं वशी ।\nनवद्वारे पुरे देही नैव कुर्वन्न कारयन् ॥ १३ ॥,sarva-karmāṇi manasā\nsannyasyāste sukhaṁ vaśī\nnava-dvāre pure dehī\nnaiva kurvan na kārayan\n\nnava-dvāre pure dehī\nhaṁso lelāyate bahiḥ\nvaśī sarvasya lokasya\nsthāvarasya carasya ca\n\n,sarva — all; karmāṇi — activities; manasā — by the mind; sannyasya — giving up; āste — remains; sukham — in happiness; vaśī — one who is controlled; nava-dvāre — in the place where there are nine gates; pure — in the city; dehī — the embodied soul; na — never; eva — certainly; kurvan — doing anything; na — not; kārayan — causing to be done.,"When the embodied living being controls his nature and mentally renounces all actions, he resides happily in the city of nine gates [the material body], neither working nor causing work to be done."
5.14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभु: ।\nन कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ॥ १४ ॥,na kartṛtvaṁ na karmāṇi\nlokasya sṛjati prabhuḥ\nna karma-phala-saṁyogaṁ\nsvabhāvas tu pravartate\n\n,na — never; kartṛtvam — proprietorship; na — nor; karmāṇi — activities; lokasya — of the people; sṛjati — creates; prabhuḥ — the master of the city of the body; na — nor; karma-phala — with the results of activities; saṁyogam — connection; svabhāvaḥ — the modes of material nature; tu — but; pravartate — act.,"The embodied spirit, master of the city of his body, does not create activities, nor does he induce people to act, nor does he create the fruits of action. All this is enacted by the modes of material nature."
5.15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभु: ।\nअज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तव: ॥ १५ ॥,nādatte kasyacit pāpaṁ\nna caiva sukṛtaṁ vibhuḥ\najñānenāvṛtaṁ jñānaṁ\ntena muhyanti jantavaḥ\n\najño jantur anīśo ’yam\nātmanaḥ sukha-duḥkhayoḥ\nīśvara-prerito gacchet\nsvargaṁ vāśv abhram eva ca\n\n,na — never; ādatte — accepts; kasyacit — anyone’s; pāpam — sin; na — nor; ca — also; eva — certainly; su-kṛtam — pious activities; vibhuḥ — the Supreme Lord; ajñānena — by ignorance; āvṛtam — covered; jñānam — knowledge; tena — by that; muhyanti — are bewildered; jantavaḥ — the living entities.,"Nor does the Supreme Lord assume anyone’s sinful or pious activities. Embodied beings, however, are bewildered because of the ignorance which covers their real knowledge."
5.16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मन: ।\nतेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ॥ १६ ॥,jñānena tu tad ajñānaṁ\nyeṣāṁ nāśitam ātmanaḥ\nteṣām āditya-vaj jñānaṁ\nprakāśayati tat param\n\n,jñānena — by knowledge; tu — but; tat — that; ajñānam — nescience; yeṣām — whose; nāśitam — is destroyed; ātmanaḥ — of the living entity; teṣām — their; āditya-vat — like the rising sun; jñānam — knowledge; prakāśayati — discloses; tat param — Kṛṣṇa consciousness.,"When, however, one is enlightened with the knowledge by which nescience is destroyed, then his knowledge reveals everything, as the sun lights up everything in the daytime."
5.17,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: ।\nगच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: ॥ १७ ॥,tad-buddhayas tad-ātmānas\ntan-niṣṭhās tat-parāyaṇāḥ\ngacchanty apunar-āvṛttiṁ\njñāna-nirdhūta-kalmaṣāḥ\n\n,tat-buddhayaḥ — those whose intelligence is always in the Supreme; tat-ātmānaḥ — those whose minds are always in the Supreme; tat-niṣṭhāḥ — those whose faith is only meant for the Supreme; tat-parāyaṇāḥ — who have completely taken shelter of Him; gacchanti — go; apunaḥ-āvṛttim — to liberation; jñāna — by knowledge; nirdhūta — cleansed; kalmaṣāḥ — misgivings.,"When one’s intelligence, mind, faith and refuge are all fixed in the Supreme, then one becomes fully cleansed of misgivings through complete knowledge and thus proceeds straight on the path of liberation."
5.18,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि ।\nश‍ुनि चैव श्वपाके च पण्डिता: समदर्शिन: ॥ १८ ॥,vidyā-vinaya-sampanne\nbrāhmaṇe gavi hastini\nśuni caiva śva-pāke ca\npaṇḍitāḥ sama-darśinaḥ\n\n,vidyā — with education; vinaya — and gentleness; sampanne — fully equipped; brāhmaṇe — in the brāhmaṇa; gavi — in the cow; hastini — in the elephant; śuni — in the dog; ca — and; eva — certainly; śva-pāke — in the dog-eater (the outcaste); ca — respectively; paṇḍitāḥ — those who are wise; sama-darśinaḥ — who see with equal vision.,"The humble sages, by virtue of true knowledge, see with equal vision a learned and gentle brāhmaṇa, a cow, an elephant, a dog and a dog-eater [outcaste]."
5.19,इहैव तैर्जित: सर्गो येषां साम्ये स्थितं मन: ।\nनिर्दोषं हि समं ब्रह्म तस्माद्‍ब्रह्मणि ते स्थिता: ॥ १९ ॥,ihaiva tair jitaḥ sargo\nyeṣāṁ sāmye sthitaṁ manaḥ\nnirdoṣaṁ hi samaṁ brahma\ntasmād brahmaṇi te sthitāḥ\n\n,iha — in this life; eva — certainly; taiḥ — by them; jitaḥ — conquered; sargaḥ — birth and death; yeṣām — whose; sāmye — in equanimity; sthitam — situated; manaḥ — mind; nirdoṣam — flawless; hi — certainly; samam — in equanimity; brahma — like the Supreme; tasmāt — therefore; brahmaṇi — in the Supreme; te — they; sthitāḥ — are situated.,"Those whose minds are established in sameness and equanimity have already conquered the conditions of birth and death. They are flawless like Brahman, and thus they are already situated in Brahman."
5.20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् ।\nस्थिरबुद्धिरसम्मूढो ब्रह्मविद्‍ब्रह्मणि स्थित: ॥ २० ॥,na prahṛṣyet priyaṁ prāpya\nnodvijet prāpya cāpriyam\nsthira-buddhir asammūḍho\nbrahma-vid brahmaṇi sthitaḥ\n\n,na — never; prahṛṣyet — rejoices; priyam — the pleasant; prāpya — achieving; na — does not; udvijet — become agitated; prāpya — obtaining; ca — also; apriyam — the unpleasant; sthira-buddhiḥ — self-intelligent; asammūḍhaḥ — unbewildered; brahma-vit — one who knows the Supreme perfectly; brahmaṇi — in the transcendence; sthitaḥ — situated.,"A person who neither rejoices upon achieving something pleasant nor laments upon obtaining something unpleasant, who is self-intelligent, who is unbewildered, and who knows the science of God is already situated in transcendence."
5.21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् ।\nस ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्न‍ुते ॥ २१ ॥,bāhya-sparśeṣv asaktātmā\nvindaty ātmani yat sukham\nsa brahma-yoga-yuktātmā\nsukham akṣayam aśnute\n\nyad-avadhi mama cetaḥ kṛṣṇa-pādāravinde\nnava-nava-rasa-dhāmany udyataṁ rantum āsīt\ntad-avadhi bata nārī-saṅgame smaryamāne\nbhavati mukha-vikāraḥ suṣṭhu niṣṭhīvanaṁ ca\n\n,bāhya-sparśeṣu — in external sense pleasure; asakta-ātmā — one who is not attached; vindati — enjoys; ātmani — in the self; yat — that which; sukham — happiness; saḥ — he; brahma-yoga — by concentration in Brahman; yukta-ātmā — self-connected; sukham — happiness; akṣayam — unlimited; aśnute — enjoys.,"Such a liberated person is not attracted to material sense pleasure but is always in trance, enjoying the pleasure within. In this way the self-realized person enjoys unlimited happiness, for he concentrates on the Supreme."
